PATH,NODE,ACCESS,BUILT-IN-TYPE,DERIVED-TYPE,AUGMENT,CONSTRAINTS,NOTES
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mlag/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mlag/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mlag/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mlag/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-arp-suppress/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-arp-suppress/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-arp-suppress/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-arp-suppress/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-label-miss/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-label-miss/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-label-miss/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-label-miss/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-ttl/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-ttl/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-ttl/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mpls-ttl/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/multicast-snoop/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/multicast-snoop/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/multicast-snoop/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/multicast-snoop/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mvrp/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mvrp/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mvrp/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/mvrp/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ospf-isis/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ospf-isis/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ospf-isis/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ospf-isis/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ospf-isis-unicast/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ospf-isis-unicast/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ospf-isis-unicast/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ospf-isis-unicast/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ptp/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ptp/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ptp/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ptp/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ptp-snoop/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ptp-snoop/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ptp-snoop/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/ptp-snoop/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/rsvp/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/rsvp/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/rsvp/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/rsvp/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/sflow/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/sflow/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/sflow/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/sflow/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/vxlan-encap/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/vxlan-encap/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/vxlan-encap/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/vxlan-encap/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/vxlan-vtep-learn/dropped,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/vxlan-vtep-learn/dropped-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/vxlan-vtep-learn/queued,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/control-plane-traffic/vendor/arista/sand/state/vxlan-vtep-learn/queued-bytes,leaf,read,uint64,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/vendor,leaf,read,container,,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/state/adverse-aggregate,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/state/congestion-aggregate,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/state/no-route,,not-supported,,,,,Not-supported deviation.
components/component/integrated-circuit/pipeline-counters/drop/state/packet-processing-aggregate,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/state/urpf-aggregate,,not-supported,,,,,Not-supported deviation.
components/component/integrated-circuit/pipeline-counters/drop/fabric-block/state/fabric-aggregate,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/fabric-block/state/in-high-priority,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/fabric-block/state/in-low-priority,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/fabric-block/state/lost-packets,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/fabric-block/state/out-high-priority,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/fabric-block/state/out-low-priority,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/fabric-block/state/oversubscription,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/host-interface-block/state/fragment-punt,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/host-interface-block/state/host-aggregate,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/host-interface-block/state/in-high-priority,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/host-interface-block/state/in-low-priority,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/host-interface-block/state/out-high-priority,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/host-interface-block/state/out-low-priority,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/host-interface-block/state/oversubscription,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/host-interface-block/state/rate-limit,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/interface-block/state/in-drops,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/interface-block/state/out-drops,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/interface-block/state/oversubscription,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/lookup-block/state/acl-drops,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/lookup-block/state/forwarding-policy,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/lookup-block/state/fragment-total-drops,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
components/component/integrated-circuit/pipeline-counters/drop/lookup-block/state/incorrect-software-state,leaf,read,uint64,openconfig-yang-types:counter64,,,gNMI-only access
